condition_id,compound,pos,neu,neg
H1_neg,-0.9211999999999999,0.081,0.7031666666666667,0.21583333333333332
H1_pos,0.6856833333333333,0.19016666666666668,0.711,0.09883333333333333
H2_anon,0.8280500000000001,0.1465,0.7879999999999999,0.06566666666666666
H2_named,0.79635,0.13949999999999999,0.8075,0.053
H3_neutral,-0.20343333333333333,0.13449999999999998,0.7241666666666666,0.14116666666666666
H3_underperf,-0.7111666666666667,0.08266666666666667,0.7655,0.15183333333333335
