condition_id,offense,defense,team,individual
H1_neg,1.0,1.0,1.0,1.0
H1_pos,1.0,0.16666666666666666,1.0,1.0
H2_anon,1.0,0.0,1.0,1.0
H2_named,1.0,0.0,1.0,1.0
H3_neutral,1.0,0.3333333333333333,1.0,0.8333333333333334
H3_underperf,1.0,0.6666666666666666,1.0,0.8333333333333334
